N_patterns,N_iter,Mean_cos_mean,Mean_cos_std
1,20,0.9614813740843902,0.02111094365477535
2,10,0.9390553706634011,0.01272982107109701
3,6,0.9296421996961447,0.008660803616567472
4,5,0.8979121372271127,0.008114316541215657
5,4,0.8849606356025985,0.007152194061147249
10,2,0.8384915040285488,0.001424731503157417
20,1,0.8135802240969328,0.0
50,1,0.764483636896426,0.0
100,1,0.7406934092311204,0.0
200,1,0.7152781316930452,0.0
500,1,0.6948999284595124,0.01000,1,0.6366804457182668,0.0
