N_patterns,N_iter,Mean_cos_mean,Mean_cos_std
1,1,0.9853038033643269,0.0
2,1,0.9464077368587231,0.0
3,1,0.9282751833528069,0.0
4,1,0.8876549995998414,0.0
5,1,0.8681488291981936,0.0
10,1,0.8386891231188225,0.0
20,1,0.7886845114939016,0.0
50,1,0.7280775795553032,0.0
100,1,0.6952280990980744,0.0
200,1,0.6287439003532276,0.0
500,1,0.5585715142752231,0.0
