N_patterns,N_iter,Mean_cos_mean,Mean_cos_std
1,1,0.9820278177491614,0.0
2,1,0.9666217741765062,0.0
3,1,0.9141866795396822,0.0
4,1,0.9122029520444337,0.0
5,1,0.894993970138969,0.0
10,1,0.8463800708488121,0.0
20,1,0.7966379312981292,0.0
50,1,0.7440648227494532,0.0
100,1,0.7007856158692972,0.0
200,1,0.6302136225835905,0.0
500,1,0.5476141227464663,0.0
