N_patterns,N_iter,Mean_cos_mean,Mean_cos_std
1,1,0.9038908792091158,0.0
2,1,0.9016654247287996,0.0
3,1,0.8542070809816901,0.0
4,1,0.8599401318089192,0.0
5,1,0.8537265272447161,0.0
10,1,0.7950502681065522,0.0
20,1,0.8008539562151414,0.0
50,1,0.7627725334684426,0.0
100,1,0.7130053587230756,0.0
200,1,0.6453364388710031,0.0
500,1,0.5476719750979139,0.0
