N_patterns,N_iter,Mean_cos_mean,Mean_cos_std
1,1,0.9477280030313714,0.0
2,1,0.9251239838208061,0.0
3,1,0.9223924485096843,0.0
4,1,0.9100416492583547,0.0
5,1,0.8749589674272021,0.0
10,1,0.8436573048799509,0.0
20,1,0.8113897415333078,0.0
50,1,0.7701909170578257,0.0
100,1,0.7151514995912764,0.0
200,1,0.6452698719754238,0.0
500,1,0.5480706284543635,0.0
