N_patterns,N_iter,Mean_cos_mean,Mean_cos_std
1,1,0.9779069902976402,0.0
2,1,0.9139604841389906,0.0
3,1,0.8793600106728513,0.0
4,1,0.8387444941758089,0.0
5,1,0.8043340199221151,0.0
10,1,0.788447281161247,0.0
20,1,0.7542425702535345,0.0
