n_sim,top_down,n_env,cor
4,False,16,0.347293066028014
4,False,17,0.35988705257891496
4,False,18,0.3426449645438906
4,False,19,0.2852917655118465
4,False,20,0.39886792753547284
4,False,21,0.3314425753345237
5,True,1,0.8945440329018672
5,True,2,0.6513438890969432
5,True,3,0.4847160570753066
5,True,4,0.21353796860503255
5,True,5,0.19657596201066418
5,True,6,0.23620270756710535
5,True,7,0.0949172876536201
5,True,8,0.10666275893538252
5,True,9,0.13810208455259623
5,True,10,0.13578592645331708
5,True,11,0.10052804899582389
5,True,12,0.18257267138018335
5,True,13,0.19082243100683358
5,True,14,0.2205349161226716
5,True,15,0.12907500163387764
5,True,16,0.1953815357643652
5,True,17,0.09372173374983134
5,True,18,0.1834542128139823
5,True,19,0.11402004185674074
5,True,20,0.17373084016718368
5,True,21,0.0862329319977764
5,False,1,0.8915874173654796
5,False,2,0.47427490222750807
5,False,3,0.29265827232702224
5,False,4,0.2010318787055917
5,False,5,0.42384680630149846
5,False,6,0.4558495938186668
5,False,7,0.4296456730657144
5,False,8,0.40571847872437194
5,False,9,0.35506189359154106
5,False,10,0.2947107045641525
5,False,11,0.3910841123613191
5,False,12,0.43453038496823654
5,False,13,0.31890613432730996
5,False,14,0.33853955627762206
5,False,15,0.39375710430988065
5,False,16,0.2890126233590108
5,False,17,0.3952908231079206
5,False,18,0.5146012771120003
5,False,19,0.43562647839605617
5,False,20,0.43218336606639973
5,False,21,0.23607095512867488
6,True,1,0.9856034738349179
6,True,2,0.6608071498035898
6,True,3,0.37784514051278006
6,True,4,0.2726146537131596
6,True,5,0.21041838059721873
6,True,6,0.21827936958013738
6,True,7,0.1776706434160109
6,True,8,0.11103151984537536
6,True,9,0.18350601338351688
6,True,10,0.13455780851578397
6,True,11,0.15525029582566893
6,True,12,0.151814263536968
6,True,13,0.19949305320895178
6,True,14,0.15500000314003923
6,True,15,0.1882138878257873
6,True,16,0.13271384735156064
6,True,17,0.18239214586678773
6,True,18,0.14565056623643663
6,True,19,0.14313217931360972
6,True,20,0.17001282459591266
6,True,21,0.13577447743913298
6,False,1,0.8352272780601776
6,False,2,0.546084018680447
6,False,3,0.4003204122687788
6,False,4,0.4481853658583937
6,False,5,0.40215007504201894
6,False,6,0.42011382149179527
6,False,7,0.4545075591125578
6,False,8,0.34280981097006735
6,False,9,0.4374762665070573
6,False,10,0.3613453927496588
6,False,11,0.38883638749209093
6,False,12,0.5271426412447155
6,False,13,0.1791594735913959
6,False,14,0.29347304363551846
6,False,15,0.3344874527464546
6,False,16,0.36489457473872283
6,False,17,0.3231256070883206
6,False,18,0.38744158473142787
6,False,19,0.35047098937674515
6,False,20,0.4469165704294866
6,False,21,0.3308131022751861
7,True,1,0.7812682669707799
7,True,2,0.5247497006385867
7,True,3,0.4200001521557699
7,True,4,0.2747307195844336
7,True,5,0.16702696515504292
7,True,6,0.16532462645521107
7,True,7,0.14479364458374577
7,True,8,0.253503371673843
7,True,9,0.1102172802924107
7,True,10,0.08622065689395807
7,True,11,0.06511204179809153
7,True,12,0.013660243327080733
7,True,13,0.17944883900955944
7,True,14,0.0756819631431341
7,True,15,0.0518350974195386
7,True,16,0.07769016138227787
7,True,17,0.05963970694016985
7,True,18,0.0145363157857876
7,True,19,0.19010043921848613
7,True,20,0.1645834724656916
7,True,21,0.2106360825045344
7,False,1,0.8193894817054499
7,False,2,0.5177362260468251
7,False,3,0.4495651824270017
7,False,4,0.35166501879717466
7,False,5,0.27220975690301064
7,False,6,0.3096384955712471
7,False,7,0.4623812906927911
7,False,8,0.4314393793180456
7,False,9,0.2722112463788768
7,False,10,0.40324043157702716
7,False,11,0.4283998289178068
7,False,12,0.3952491086033353
7,False,13,0.33084162425955427
7,False,14,0.42037623360993487
7,False,15,0.29403349283402025
7,False,16,0.47633244300893407
7,False,17,0.3571807518224205
7,False,18,0.3737188343468374
7,False,19,0.379559215577721
7,False,20,0.3925924036766966
7,False,21,0.4320000731307286
8,True,1,0.9026598135549139
8,True,2,0.6728728784159427
8,True,3,0.4462017501247739
8,True,4,0.23765844117182194
8,True,5,0.17904971315299398
8,True,6,0.15094139433948286
8,True,7,0.12089780264587464
8,True,8,0.11644183587910026
8,True,9,0.15500349250385598
8,True,10,0.12346126446238559
8,True,11,0.16643720767739922
8,True,12,0.11883626532281133
8,True,13,0.16083541294186268
8,True,14,0.13826446314502092
8,True,15,0.15893112397101047
8,True,16,0.08799973283278799
8,True,17,0.11632058536762357
8,True,18,0.06767900114620963
8,True,19,0.17529324667589496
8,True,20,0.14658325142517065
8,True,21,0.15184813413732878
8,False,1,0.8603131601522168
8,False,2,0.4797549316149838
8,False,3,0.44923470179901775
8,False,4,0.4188943047318976
8,False,5,0.3701684280299864
8,False,6,0.24168857737490726
8,False,7,0.36912158694302233
8,False,8,0.33680067146549747
8,False,9,0.3499529373993425
8,False,10,0.39790311132508577
8,False,11,0.33831307350856804
8,False,12,0.3935426145281086
8,False,13,0.4375459019123317
8,False,14,0.43418299538574784
8,False,15,0.44598616525491236
8,False,16,0.4786373748185693
8,False,17,0.30331600533724595
8,False,18,0.5241870561719143
8,False,19,0.4280895059085438
8,False,20,0.38847084092197126
8,False,21,0.4145494012173283
9,True,1,0.9357884106610064
9,True,2,0.6689520561853078
9,True,3,0.43051780119233307
9,True,4,0.26015654824849327
9,True,5,0.17817113586540728
9,True,6,0.07725485958493956
9,True,7,0.17612324682878502
9,True,8,0.16047756483500092
9,True,9,0.17547728628690476
9,True,10,0.1525466161268874
9,True,11,0.19082480400996776
9,True,12,0.17729838827158909
9,True,13,0.16149894085697925
9,True,14,0.1693037348310791
9,True,15,0.051385368036314515
9,True,16,0.17218230961423217
9,True,17,0.20323966677618727
9,True,18,0.2202973046502307
9,True,19,0.1696109795069016
9,True,20,0.14784906472914205
9,True,21,0.10718470094711736
9,False,1,0.8630261632626987
9,False,2,0.38464062425742684
9,False,3,0.36727503943341644
9,False,4,0.3456296155983395
9,False,5,0.30514192892879954
9,False,6,0.2146098274229599
9,False,7,0.4849669124706582
9,False,8,0.22177324161316356
9,False,9,0.3169823150986187
9,False,10,0.3930801758294774
9,False,11,0.3266466695229336
9,False,12,0.40593633303741344
9,False,13,0.3969161298338267
9,False,14,0.3961748969569456
9,False,15,0.4125795263878749
9,False,16,0.42775977101365775
9,False,17,0.25943245986709185
9,False,18,0.4181202213850987
9,False,19,0.3060297678881865
9,False,20,0.4951364236843237
9,False,21,0.3624298961110844
10,True,1,0.909565953016596
10,True,2,0.5964322098218032
10,True,3,0.3800625497087394
10,True,4,0.24347887382017885
10,True,5,0.15115850669580186
10,True,6,0.1732720565098954
10,True,7,0.0970639306180896
10,True,8,0.15879583588945492
10,True,9,0.13313154285917184
10,True,10,0.10978026176845228
10,True,11,0.17812719011481426
10,True,12,0.11572066939918374
10,True,13,0.10118466535548083
10,True,14,0.06371828566451035
10,True,15,0.17495846361803785
10,True,16,0.13812802726638684
10,True,17,0.05346382244220701
10,True,18,0.11973693050453686
10,True,19,0.0709251948734682
10,True,20,0.08810427507053027
10,True,21,0.1294306275875371
10,False,1,0.8750488884124459
10,False,2,0.32908605273064956
10,False,3,0.5026258777571239
10,False,4,0.44464718200013276
10,False,5,0.40947930875795663
10,False,6,0.37225752292991077
10,False,7,0.29752675738593204
10,False,8,0.4571244994102106
10,False,9,0.5256386541264144
10,False,10,0.28446167351865775
10,False,11,0.24585424110905557
10,False,12,0.35411692164771197
10,False,13,0.5025446905548405
10,False,14,0.3538394280298452
10,False,15,0.3270433416563946
10,False,16,0.3231259066550551
10,False,17,0.47568372608967285
10,False,18,0.33538990657008005
10,False,19,0.46631531990504527
10,False,20,0.3544457882433244
10,False,21,0.3070125448548879
9,True,1,nan
9,True,2,nan
9,True,3,nan
9,True,4,nan
9,True,5,nan
9,True,6,nan
9,True,7,nan
9,True,8,nan
9,True,9,nan
9,True,10,nan
9,True,11,nan
9,True,12,nan
9,True,13,nan
9,True,14,nan
9,True,15,nan
9,True,16,nan
9,True,17,nan
9,True,18,nan
9,True,19,nan
9,True,20,nan
9,True,21,nan
9,False,1,nan
9,True,1,0.9516158048272699
9,True,2,0.7689278154766916
9,True,3,0.490785558489543
9,True,1,0.9332873520351538
9,True,2,0.6928689378989343
9,True,3,0.41917230123811217
9,True,4,0.14944306454426293
9,True,5,0.1067601631522878
9,True,6,0.049453120013131305
9,True,7,0.2422301821918353
9,True,8,0.2633046607842579
9,True,9,0.28893359865959595
9,True,10,0.16194628523885185
9,True,11,0.2521553479326329
9,True,12,0.1229353265433275
9,True,13,0.17738297165002556
9,True,14,0.1722425171600449
9,True,15,0.1527752797482912
9,True,16,0.10097133617677993
9,True,17,0.1359356964786991
9,True,18,0.15363500513051406
9,True,19,0.14104465520714524
9,True,20,0.12151455696442502
9,True,21,0.10847072953535973
9,False,1,0.8926887592358361
9,False,2,0.43649294948671574
9,True,1,0.7515155783262757
9,True,2,0.6639283495391319
9,True,3,0.411145759794251
9,True,4,0.3703581505558158
1,True,1,0.9235090315430609
1,True,2,0.5371285906535213
1,True,3,0.4072157244132595
1,True,4,0.24234978146379574
1,True,5,0.12209038068138195
1,True,6,0.06990875862416836
1,True,7,0.09752348018451486
1,True,8,0.21100639950456762
1,True,9,0.02379618359020107
1,True,1,0.8964340649920546
1,True,2,0.6669753932023907
1,True,3,0.4038032364484245
1,True,4,0.27052163396215484
1,True,5,0.17804211832427813
1,True,6,0.22560163215803225
1,True,7,0.1541476398993281
1,True,8,0.16371658454455137
1,True,9,0.10618564155933793
1,True,10,0.13511274233949602
1,True,11,0.15212510458998774
1,True,12,0.14671120253194256
1,True,13,0.12143482437369055
1,True,14,0.14515336997298653
1,True,15,0.07592693810124244
1,True,16,0.16430119874197552
1,True,17,0.10390789470721355
1,True,18,0.1415285484046981
1,True,19,0.15029936033566987
1,True,20,0.1460748949334263
1,True,21,0.1437303138216331
1,False,1,0.8554707437923017
1,False,2,0.22239691932486655
1,False,3,0.3069973442130313
1,False,4,0.46126215245419033
1,False,5,0.36482367528053244
1,False,6,0.34690435743885945
1,False,7,0.338027907238421
1,False,8,0.3790761330141001
1,False,9,0.3327187757819501
1,False,10,0.37453417336895695
1,False,11,0.25388245370639084
1,False,12,0.3788116702479577
1,False,13,0.36007274436107184
1,False,14,0.30977620317904286
1,False,15,0.35032296899779497
1,False,16,0.34539486012341103
1,False,17,0.437053737097343
1,False,18,0.4054761640241753
1,False,19,0.3352326361752142
1,False,20,0.36084557274237045
1,False,21,0.48018875309144576
2,True,1,0.9587625790904168
2,True,2,0.5752201984081716
2,True,3,0.27697037442364325
2,True,4,0.2519124448649822
2,True,5,0.19083140602098195
2,True,6,0.1091398128191339
2,True,7,0.1301083971141717
2,True,8,0.14768442943201993
2,True,9,0.2007485018986035
2,True,10,0.15070448608799547
2,True,11,0.17251657729768552
2,True,12,0.05949515400504939
2,True,13,0.227541567087495
2,True,14,0.027164938624535916
2,True,15,0.23245690552316225
2,True,16,0.00018146316978710165
2,True,17,0.18798072336317326
2,True,18,0.2029362397168542
2,True,19,0.20447400563927695
2,True,20,0.0418412652825789
2,True,21,0.2472329872987674
2,False,1,0.8799808597510145
2,False,2,0.5324836344624204
2,False,3,0.3726172399162752
2,False,4,0.355491440881014
2,False,5,0.284026077304749
2,False,6,0.4270661643908022
2,False,7,0.43048237762532593
2,False,8,0.23574497497177027
2,False,9,0.2725809149434079
2,False,10,0.37400220235800163
2,False,11,0.37195393652412817
2,False,12,0.3161146975467944
2,False,13,0.48559305700288063
2,False,14,0.23087147853357773
2,False,15,0.3674246214725752
2,False,16,0.2818957612221838
2,False,17,0.2883527056529266
2,False,18,0.4484601399576201
2,False,19,0.41272837187573513
2,False,20,0.14246817110539875
2,False,21,0.3659043852968822
3,True,1,0.7713906037027013
3,True,2,0.6549218072188497
3,True,3,0.35155893630249324
3,True,4,0.2612142581325508
3,True,5,0.10854851884956275
3,True,6,0.10778272952186821
3,True,7,0.12224119653916052
3,True,8,0.17390120948296484
3,True,9,0.10215488060457101
3,True,10,0.1876784168478992
3,True,11,0.11796558785798571
3,True,12,0.15716052270125166
3,True,13,0.13658606080971603
3,True,14,0.09363564765546371
3,True,15,0.12188545333164229
3,True,16,0.13009675868731244
3,True,17,0.1272675442105153
3,True,18,0.13711302625778313
3,True,19,0.15508803459474452
3,True,20,0.1406151146020526
3,True,21,0.14771679194239554
3,False,1,0.8687478290150361
3,False,2,0.38015637732555185
3,False,3,0.3973530661702497
3,False,4,0.5391990192566659
3,False,5,0.34113548344619404
3,False,6,0.39445404054326205
3,False,7,0.38236348015373317
3,False,8,0.25538657069071236
3,False,9,0.3844998419529169
3,False,10,0.5563693935046428
3,False,11,0.24968498223551933
3,False,12,0.356190395308396
3,False,13,0.32770511528929724
3,False,14,0.3807434415117769
3,False,15,0.4026417883201641
3,False,16,0.5132965261291852
3,False,17,0.366898709113222
3,False,18,0.341656166670264
3,False,19,0.300289733361065
3,False,20,0.26287876361596624
3,False,21,0.2772196678814208
4,True,1,0.9003371807682307
4,True,2,0.5349723057240456
4,True,3,0.3099901287489844
4,True,4,0.1848868360812204
4,True,5,0.2992752502253681
4,True,6,0.08589465275567322
4,True,7,0.19521919391015835
4,True,8,0.17341280746726823
4,True,9,0.1244705969601745
4,True,10,0.1351874802288539
4,True,11,0.09684176920883968
4,True,12,0.17472175725739197
4,True,13,0.14141460145407733
