n_sim,top_down,n_env,cor
8,True,18,0.7452585506454819
8,True,19,0.566614345639417
8,True,20,0.6535371720966853
8,True,21,0.7110079305111816
8,False,1,0.8061245249767487
8,False,2,0.7471531864276696
8,False,3,0.6055533488723036
8,False,4,0.7687856322223928
8,False,5,0.8170990844539664
8,False,6,0.7587860628747333
8,False,7,0.7675547050473531
8,False,8,0.4557949665639232
8,False,9,0.7553600117125783
8,False,10,0.49007871207588694
8,False,11,0.759888390887416
8,False,12,0.7891526483767981
8,False,13,0.6492234285068449
8,False,14,0.809007291634254
8,False,15,0.7207658787479033
8,False,16,0.6715365064118036
8,False,17,0.7148235943236335
8,False,18,0.7430879009016651
8,False,19,0.8509068482895004
8,False,20,0.579802829314051
8,False,21,0.7000047006957986
9,True,1,0.9035083360753936
9,True,2,0.7854830731941845
9,True,3,0.7372525275326418
9,True,4,0.592642232799813
9,True,5,0.6647760625483119
9,True,6,0.6094561413322076
9,True,7,0.5322359725525163
9,True,8,0.6752994072757714
9,True,9,0.7589356883352747
9,True,10,0.7089240499369134
9,True,11,0.7281713139675656
9,True,12,0.7113717060917818
9,True,13,0.7030421753874898
9,True,14,0.6919298298646791
9,True,15,0.8173323434958722
9,True,16,0.7024211087562676
9,True,17,0.7925443347644372
9,True,18,0.6115035051326084
9,True,19,0.700565897921301
9,True,20,0.7194505766767074
9,True,21,0.730044729424842
9,False,1,0.8800430270788796
9,False,2,0.6854638351881295
9,False,3,0.8171438654021266
9,False,4,0.4838596582049576
9,False,5,0.5707763351934733
9,False,6,0.44560425049396785
9,False,7,0.5258022841206081
9,False,8,0.850788419813636
9,False,9,0.5005327581595639
9,False,10,0.7175566669737552
9,False,11,0.35212912750081815
9,False,12,0.7334083158727458
9,False,13,0.6437691067535632
9,False,14,0.7176187407518111
9,False,15,0.7506710484434356
9,False,16,0.6719015989896024
9,False,17,0.7433531467410873
9,False,18,0.5682089471277675
9,False,19,0.7584813754950142
9,False,20,0.799657785862615
9,False,21,0.614948474745495
10,True,1,0.9647640879240404
10,True,2,0.7942203347554533
10,True,3,0.7278231563036632
10,True,4,0.7333493319850808
10,True,5,0.6898759120607479
10,True,6,0.7561735156585548
10,True,7,0.7255153161060097
10,True,8,0.7150861203050954
10,True,9,0.6366611047455029
10,True,10,0.6806803784701171
10,True,11,0.7514261708823463
10,True,12,0.5553141857633834
10,True,13,0.6348447847180396
10,True,14,0.6949993505363549
10,True,15,0.7127215705952653
10,True,16,0.702726623093733
10,True,17,0.6408968891978788
10,True,18,0.7460421204952982
10,True,19,0.6411583433315284
10,True,20,0.6554631950776795
10,True,21,0.7579025532084532
10,False,1,0.8940236192870396
10,False,2,0.45080163361023795
10,False,3,0.7543005768584785
10,False,4,0.4887593530681531
10,False,5,0.8319121329708821
10,False,6,0.7378858420045676
10,False,7,0.6658797611995052
10,False,8,0.5412879388014007
10,False,9,0.7218239243143145
10,False,10,0.7398474414826741
10,False,11,0.8120608338165687
10,False,12,0.6733530197543663
10,False,13,0.7830707089206962
10,False,14,0.8079918344806338
10,False,15,0.8082459498580289
10,False,16,0.7112419315816939
10,False,17,0.689599979154734
10,False,18,0.7410864719568453
10,False,19,0.6528596595430006
10,False,20,0.8024637330549724
10,False,21,0.7035773476242636
8,True,1,nan
8,True,2,nan
1,True,1,0.5610058020406448
1,True,2,0.7032135748147595
1,False,1,0.919314232573862
1,False,2,0.8571579134244048
1,False,1,0.8938820224504187
1,True,1,0.1519257358404154
1,True,1,0.7652188180579542
1,True,1,0.804841543698812
1,True,1,0.8723111429838818
1,True,1,nan
1,True,1,-0.1339850808329577
1,True,1,0.8797868401308625
1,False,1,0.7916116791496982
1,False,2,0.3615093007223815
1,True,1,0.6820070477393674
1,True,2,0.4686926864433156
1,False,1,0.7415880448968707
1,True,1,nan
1,True,2,nan
1,True,1,0.663248554035983
1,True,1,0.6899206675327535
1,True,2,0.6846185208520035
1,False,1,0.6933932367975305
1,False,2,0.5561793024248908
1,True,1,0.6187188660206692
1,True,2,0.5462557036224358
1,True,1,0.5978694867037143
1,True,2,0.5540274226789963
1,False,1,0.9704655957035166
1,False,2,0.7578744734316413
1,True,1,nan
1,True,1,0.9972684347851489
1,True,2,0.9414158737034928
1,True,1,0.7333156980626951
1,True,2,0.5729347303566956
1,True,1,0.5778827304915736
1,True,2,0.561805425746464
1,False,1,0.9642790978707051
1,False,2,0.8818170652591298
1,True,1,0.9782736197351475
1,True,1,nan
1,True,1,0.8371003348102615
1,True,1,0.7321620040626026
1,True,2,0.5765652556022519
1,True,1,0.9406879503269656
1,True,1,nan
1,True,2,nan
1,False,1,nan
1,True,1,0.5864152825741517
1,True,1,0.11536273725577093
1,True,1,0.19194341583646823
1,False,1,-0.07171731544748158
1,True,1,0.6537406312353445
1,True,1,0.2821678222001253
1,True,1,0.7450733674666822
1,True,1,0.9299983206911864
